"Date","Year","Month","Week","Disease","Cases","URL","Country","Method","PopulationRaw","Population","PopulationCountry","CasesRaw","RawIncidence","OfficialAnnualCases","AnnualCaseSource","AnnualCaseNotes","AnnualRawCases","AdjustmentFactor","AnalysisCases","AnalysisIncidence","Incidence"
2020-12-07,2020,NA,51,"pertussis",6,"https://assets.publishing.service.gov.uk/media/6006b5a5e90e0763a0c45e90/NOIDS-weekly-report-week2-2021.pdf","GB","Interpolation",67351861.5,673.518615,"United Kingdom",6,0.00890843974668763,NA,"Reporting-interval sum","",1395,1,6,0.00890843974668763,0.00890843974668763
2020-12-21,2020,NA,52,"pertussis",1,"https://assets.publishing.service.gov.uk/media/6006b5a5e90e0763a0c45e90/NOIDS-weekly-report-week2-2021.pdf","GB","Interpolation",67351861.5,673.518615,"United Kingdom",1,0.00148473995778127,NA,"Reporting-interval sum","",1395,1,1,0.00148473995778127,0.00148473995778127
2020-12-28,2020,NA,53,"pertussis",3,"https://assets.publishing.service.gov.uk/media/6006b5a5e90e0763a0c45e90/NOIDS-weekly-report-week2-2021.pdf","GB","Interpolation",67351861.5,673.518615,"United Kingdom",3,0.00445421987334381,NA,"Reporting-interval sum","",1395,1,3,0.00445421987334381,0.00445421987334381
2021-01-04,2021,NA,1,"pertussis",3,"https://assets.publishing.service.gov.uk/media/6006b5a5e90e0763a0c45e90/NOIDS-weekly-report-week2-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",3,0.00443335829018494,NA,"Reporting-interval sum","",502,1,3,0.00443335829018494,0.00443335829018494
2021-01-11,2021,NA,2,"pertussis",2,"https://assets.publishing.service.gov.uk/media/6006b5a5e90e0763a0c45e90/NOIDS-weekly-report-week2-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",2,0.00295557219345662,NA,"Reporting-interval sum","",502,1,2,0.00295557219345662,0.00295557219345662
2021-01-18,2021,NA,3,"pertussis",1,"https://assets.publishing.service.gov.uk/media/6040aa29d3bf7f0217c3553d/NOIDS-weekly-report-week8-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",1,0.00147778609672831,NA,"Reporting-interval sum","",502,1,1,0.00147778609672831,0.00147778609672831
2021-01-25,2021,NA,4,"pertussis",5,"https://assets.publishing.service.gov.uk/media/6040aa29d3bf7f0217c3553d/NOIDS-weekly-report-week8-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",5,0.00738893048364156,NA,"Reporting-interval sum","",502,1,5,0.00738893048364156,0.00738893048364156
2021-02-01,2021,NA,5,"pertussis",1,"https://assets.publishing.service.gov.uk/media/6040aa29d3bf7f0217c3553d/NOIDS-weekly-report-week8-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",1,0.00147778609672831,NA,"Reporting-interval sum","",502,1,1,0.00147778609672831,0.00147778609672831
2021-02-08,2021,NA,6,"pertussis",2,"https://assets.publishing.service.gov.uk/media/6040aa29d3bf7f0217c3553d/NOIDS-weekly-report-week8-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",2,0.00295557219345662,NA,"Reporting-interval sum","",502,1,2,0.00295557219345662,0.00295557219345662
2021-02-15,2021,NA,7,"pertussis",6,"https://assets.publishing.service.gov.uk/media/6040aa29d3bf7f0217c3553d/NOIDS-weekly-report-week8-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",6,0.00886671658036987,NA,"Reporting-interval sum","",502,1,6,0.00886671658036987,0.00886671658036987
2021-02-22,2021,NA,8,"pertussis",2,"https://assets.publishing.service.gov.uk/media/6040aa29d3bf7f0217c3553d/NOIDS-weekly-report-week8-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",2,0.00295557219345662,NA,"Reporting-interval sum","",502,1,2,0.00295557219345662,0.00295557219345662
2021-03-01,2021,NA,9,"pertussis",3,"https://assets.publishing.service.gov.uk/media/607556988fa8f573558cd4ed/NOIDS-weekly-report-week14-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",3,0.00443335829018494,NA,"Reporting-interval sum","",502,1,3,0.00443335829018494,0.00443335829018494
2021-03-08,2021,NA,10,"pertussis",4,"https://assets.publishing.service.gov.uk/media/607556988fa8f573558cd4ed/NOIDS-weekly-report-week14-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",4,0.00591114438691325,NA,"Reporting-interval sum","",502,1,4,0.00591114438691325,0.00591114438691325
2021-03-15,2021,NA,11,"pertussis",7,"https://assets.publishing.service.gov.uk/media/607556988fa8f573558cd4ed/NOIDS-weekly-report-week14-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",7,0.0103445026770982,NA,"Reporting-interval sum","",502,1,7,0.0103445026770982,0.0103445026770982
2021-03-22,2021,NA,12,"pertussis",9,"https://assets.publishing.service.gov.uk/media/607556988fa8f573558cd4ed/NOIDS-weekly-report-week14-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",9,0.0133000748705548,NA,"Reporting-interval sum","",502,1,9,0.0133000748705548,0.0133000748705548
2021-03-29,2021,NA,13,"pertussis",5,"https://assets.publishing.service.gov.uk/media/607556988fa8f573558cd4ed/NOIDS-weekly-report-week14-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",5,0.00738893048364156,NA,"Reporting-interval sum","",502,1,5,0.00738893048364156,0.00738893048364156
2021-04-05,2021,NA,14,"pertussis",12,"https://assets.publishing.service.gov.uk/media/607556988fa8f573558cd4ed/NOIDS-weekly-report-week14-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",12,0.0177334331607397,NA,"Reporting-interval sum","",502,1,12,0.0177334331607397,0.0177334331607397
2021-04-12,2021,NA,15,"pertussis",8,"https://assets.publishing.service.gov.uk/media/60acfd5fe90e071b566c1fce/NOIDS-weekly-report-week20-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",8,0.0118222887738265,NA,"Reporting-interval sum","",502,1,8,0.0118222887738265,0.0118222887738265
2021-04-19,2021,NA,16,"pertussis",8,"https://assets.publishing.service.gov.uk/media/60acfd5fe90e071b566c1fce/NOIDS-weekly-report-week20-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",8,0.0118222887738265,NA,"Reporting-interval sum","",502,1,8,0.0118222887738265,0.0118222887738265
2021-04-26,2021,NA,17,"pertussis",11,"https://assets.publishing.service.gov.uk/media/60acfd5fe90e071b566c1fce/NOIDS-weekly-report-week20-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",11,0.0162556470640114,NA,"Reporting-interval sum","",502,1,11,0.0162556470640114,0.0162556470640114
2021-05-03,2021,NA,18,"pertussis",10,"https://assets.publishing.service.gov.uk/media/60acfd5fe90e071b566c1fce/NOIDS-weekly-report-week20-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",10,0.0147778609672831,NA,"Reporting-interval sum","",502,1,10,0.0147778609672831,0.0147778609672831
2021-05-10,2021,NA,19,"pertussis",10,"https://assets.publishing.service.gov.uk/media/60acfd5fe90e071b566c1fce/NOIDS-weekly-report-week20-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",10,0.0147778609672831,NA,"Reporting-interval sum","",502,1,10,0.0147778609672831,0.0147778609672831
2021-05-17,2021,NA,20,"pertussis",16,"https://assets.publishing.service.gov.uk/media/60acfd5fe90e071b566c1fce/NOIDS-weekly-report-week20-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",16,0.023644577547653,NA,"Reporting-interval sum","",502,1,16,0.023644577547653,0.023644577547653
2021-05-24,2021,NA,21,"pertussis",14,"https://assets.publishing.service.gov.uk/media/60e47f2bd3bf7f56824cc4c3/NOIDS-weekly-report-week26-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",14,0.0206890053541964,NA,"Reporting-interval sum","",502,1,14,0.0206890053541964,0.0206890053541964
2021-05-31,2021,NA,22,"pertussis",13,"https://assets.publishing.service.gov.uk/media/60e47f2bd3bf7f56824cc4c3/NOIDS-weekly-report-week26-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",13,0.0192112192574681,NA,"Reporting-interval sum","",502,1,13,0.0192112192574681,0.0192112192574681
2021-06-07,2021,NA,23,"pertussis",19,"https://assets.publishing.service.gov.uk/media/60e47f2bd3bf7f56824cc4c3/NOIDS-weekly-report-week26-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",19,0.0280779358378379,NA,"Reporting-interval sum","",502,1,19,0.0280779358378379,0.0280779358378379
2021-06-14,2021,NA,24,"pertussis",21,"https://assets.publishing.service.gov.uk/media/60e47f2bd3bf7f56824cc4c3/NOIDS-weekly-report-week26-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",21,0.0310335080312945,NA,"Reporting-interval sum","",502,1,21,0.0310335080312945,0.0310335080312945
2021-06-21,2021,NA,25,"pertussis",25,"https://assets.publishing.service.gov.uk/media/60e47f2bd3bf7f56824cc4c3/NOIDS-weekly-report-week26-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",25,0.0369446524182078,NA,"Reporting-interval sum","",502,1,25,0.0369446524182078,0.0369446524182078
2021-06-28,2021,NA,26,"pertussis",14,"https://assets.publishing.service.gov.uk/media/60e47f2bd3bf7f56824cc4c3/NOIDS-weekly-report-week26-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",14,0.0206890053541964,NA,"Reporting-interval sum","",502,1,14,0.0206890053541964,0.0206890053541964
2021-07-05,2021,NA,27,"pertussis",12,"https://assets.publishing.service.gov.uk/media/611b7e6a8fa8f53dd0d600c6/NOIDS-weekly-report-week32-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",12,0.0177334331607397,NA,"Reporting-interval sum","",502,1,12,0.0177334331607397,0.0177334331607397
2021-07-12,2021,NA,28,"pertussis",10,"https://assets.publishing.service.gov.uk/media/611b7e6a8fa8f53dd0d600c6/NOIDS-weekly-report-week32-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",10,0.0147778609672831,NA,"Reporting-interval sum","",502,1,10,0.0147778609672831,0.0147778609672831
2021-07-19,2021,NA,29,"pertussis",5,"https://assets.publishing.service.gov.uk/media/611b7e6a8fa8f53dd0d600c6/NOIDS-weekly-report-week32-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",5,0.00738893048364156,NA,"Reporting-interval sum","",502,1,5,0.00738893048364156,0.00738893048364156
2021-07-26,2021,NA,30,"pertussis",6,"https://assets.publishing.service.gov.uk/media/611b7e6a8fa8f53dd0d600c6/NOIDS-weekly-report-week32-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",6,0.00886671658036987,NA,"Reporting-interval sum","",502,1,6,0.00886671658036987,0.00886671658036987
2021-08-02,2021,NA,31,"pertussis",4,"https://assets.publishing.service.gov.uk/media/611b7e6a8fa8f53dd0d600c6/NOIDS-weekly-report-week32-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",4,0.00591114438691325,NA,"Reporting-interval sum","",502,1,4,0.00591114438691325,0.00591114438691325
2021-08-09,2021,NA,32,"pertussis",5,"https://assets.publishing.service.gov.uk/media/611b7e6a8fa8f53dd0d600c6/NOIDS-weekly-report-week32-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",5,0.00738893048364156,NA,"Reporting-interval sum","",502,1,5,0.00738893048364156,0.00738893048364156
2021-08-16,2021,NA,33,"pertussis",5,"https://assets.publishing.service.gov.uk/media/615431628fa8f56115af54d6/NOIDS-weekly-report-week38-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",5,0.00738893048364156,NA,"Reporting-interval sum","",502,1,5,0.00738893048364156,0.00738893048364156
2021-08-23,2021,NA,34,"pertussis",4,"https://assets.publishing.service.gov.uk/media/615431628fa8f56115af54d6/NOIDS-weekly-report-week38-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",4,0.00591114438691325,NA,"Reporting-interval sum","",502,1,4,0.00591114438691325,0.00591114438691325
2021-08-30,2021,NA,35,"pertussis",3,"https://assets.publishing.service.gov.uk/media/615431628fa8f56115af54d6/NOIDS-weekly-report-week38-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",3,0.00443335829018494,NA,"Reporting-interval sum","",502,1,3,0.00443335829018494,0.00443335829018494
2021-09-06,2021,NA,36,"pertussis",7,"https://assets.publishing.service.gov.uk/media/615431628fa8f56115af54d6/NOIDS-weekly-report-week38-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",7,0.0103445026770982,NA,"Reporting-interval sum","",502,1,7,0.0103445026770982,0.0103445026770982
2021-09-13,2021,NA,37,"pertussis",6,"https://assets.publishing.service.gov.uk/media/615431628fa8f56115af54d6/NOIDS-weekly-report-week38-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",6,0.00886671658036987,NA,"Reporting-interval sum","",502,1,6,0.00886671658036987,0.00886671658036987
2021-09-20,2021,NA,38,"pertussis",6,"https://assets.publishing.service.gov.uk/media/615431628fa8f56115af54d6/NOIDS-weekly-report-week38-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",6,0.00886671658036987,NA,"Reporting-interval sum","",502,1,6,0.00886671658036987,0.00886671658036987
2021-09-27,2021,NA,39,"pertussis",12,"https://assets.publishing.service.gov.uk/media/618ba06ad3bf7f0551f2d0eb/NOIDS-weekly-report-week44-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",12,0.0177334331607397,NA,"Reporting-interval sum","",502,1,12,0.0177334331607397,0.0177334331607397
2021-10-04,2021,NA,40,"pertussis",10,"https://assets.publishing.service.gov.uk/media/618ba06ad3bf7f0551f2d0eb/NOIDS-weekly-report-week44-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",10,0.0147778609672831,NA,"Reporting-interval sum","",502,1,10,0.0147778609672831,0.0147778609672831
2021-10-11,2021,NA,41,"pertussis",14,"https://assets.publishing.service.gov.uk/media/618ba06ad3bf7f0551f2d0eb/NOIDS-weekly-report-week44-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",14,0.0206890053541964,NA,"Reporting-interval sum","",502,1,14,0.0206890053541964,0.0206890053541964
2021-10-18,2021,NA,42,"pertussis",11,"https://assets.publishing.service.gov.uk/media/618ba06ad3bf7f0551f2d0eb/NOIDS-weekly-report-week44-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",11,0.0162556470640114,NA,"Reporting-interval sum","",502,1,11,0.0162556470640114,0.0162556470640114
2021-10-25,2021,NA,43,"pertussis",19,"https://assets.publishing.service.gov.uk/media/618ba06ad3bf7f0551f2d0eb/NOIDS-weekly-report-week44-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",19,0.0280779358378379,NA,"Reporting-interval sum","",502,1,19,0.0280779358378379,0.0280779358378379
2021-11-01,2021,NA,44,"pertussis",13,"https://assets.publishing.service.gov.uk/media/618ba06ad3bf7f0551f2d0eb/NOIDS-weekly-report-week44-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",13,0.0192112192574681,NA,"Reporting-interval sum","",502,1,13,0.0192112192574681,0.0192112192574681
2021-11-08,2021,NA,45,"pertussis",13,"https://assets.publishing.service.gov.uk/media/61c1e1eb8fa8f54c1509d210/NOIDS-weekly-report-week50-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",13,0.0192112192574681,NA,"Reporting-interval sum","",502,1,13,0.0192112192574681,0.0192112192574681
2021-11-15,2021,NA,46,"pertussis",14,"https://assets.publishing.service.gov.uk/media/61c1e1eb8fa8f54c1509d210/NOIDS-weekly-report-week50-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",14,0.0206890053541964,NA,"Reporting-interval sum","",502,1,14,0.0206890053541964,0.0206890053541964
2021-11-22,2021,NA,47,"pertussis",24,"https://assets.publishing.service.gov.uk/media/61c1e1eb8fa8f54c1509d210/NOIDS-weekly-report-week50-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",24,0.0354668663214795,NA,"Reporting-interval sum","",502,1,24,0.0354668663214795,0.0354668663214795
2021-11-29,2021,NA,48,"pertussis",17,"https://assets.publishing.service.gov.uk/media/61c1e1eb8fa8f54c1509d210/NOIDS-weekly-report-week50-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",17,0.0251223636443813,NA,"Reporting-interval sum","",502,1,17,0.0251223636443813,0.0251223636443813
2021-12-06,2021,NA,49,"pertussis",12,"https://assets.publishing.service.gov.uk/media/61c1e1eb8fa8f54c1509d210/NOIDS-weekly-report-week50-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",12,0.0177334331607397,NA,"Reporting-interval sum","",502,1,12,0.0177334331607397,0.0177334331607397
2021-12-13,2021,NA,50,"pertussis",17,"https://assets.publishing.service.gov.uk/media/61c1e1eb8fa8f54c1509d210/NOIDS-weekly-report-week50-2021.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",17,0.0251223636443813,NA,"Reporting-interval sum","",502,1,17,0.0251223636443813,0.0251223636443813
2021-12-20,2021,NA,51,"pertussis",13,"https://assets.publishing.service.gov.uk/media/61fa4fb9e90e07689f885d47/NOIDS-weekly-report-week4-2022__1_.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",13,0.0192112192574681,NA,"Reporting-interval sum","",502,1,13,0.0192112192574681,0.0192112192574681
2021-12-27,2021,NA,52,"pertussis",9,"https://assets.publishing.service.gov.uk/media/61fa4fb9e90e07689f885d47/NOIDS-weekly-report-week4-2022__1_.pdf","GB","Interpolation",67668792,676.68792,"United Kingdom",9,0.0133000748705548,NA,"Reporting-interval sum","",502,1,9,0.0133000748705548,0.0133000748705548
2022-01-03,2022,NA,1,"pertussis",10,"https://assets.publishing.service.gov.uk/media/61fa4fb9e90e07689f885d47/NOIDS-weekly-report-week4-2022__1_.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",10,0.0146672050410949,NA,"Reporting-interval sum","",448,1,10,0.0146672050410949,0.0146672050410949
2022-01-10,2022,NA,2,"pertussis",8,"https://assets.publishing.service.gov.uk/media/61fa4fb9e90e07689f885d47/NOIDS-weekly-report-week4-2022__1_.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",8,0.0117337640328759,NA,"Reporting-interval sum","",448,1,8,0.0117337640328759,0.0117337640328759
2022-01-17,2022,NA,3,"pertussis",7,"https://assets.publishing.service.gov.uk/media/61fa4fb9e90e07689f885d47/NOIDS-weekly-report-week4-2022__1_.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",7,0.0102670435287664,NA,"Reporting-interval sum","",448,1,7,0.0102670435287664,0.0102670435287664
2022-01-24,2022,NA,4,"pertussis",9,"https://assets.publishing.service.gov.uk/media/61fa4fb9e90e07689f885d47/NOIDS-weekly-report-week4-2022__1_.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",9,0.0132004845369854,NA,"Reporting-interval sum","",448,1,9,0.0132004845369854,0.0132004845369854
2022-01-31,2022,NA,5,"pertussis",18,"https://assets.publishing.service.gov.uk/media/62331dabd3bf7f04728de009/NOIDS-weekly-report-week10-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",18,0.0264009690739708,NA,"Reporting-interval sum","",448,1,18,0.0264009690739708,0.0264009690739708
2022-02-07,2022,NA,6,"pertussis",5,"https://assets.publishing.service.gov.uk/media/62331dabd3bf7f04728de009/NOIDS-weekly-report-week10-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",5,0.00733360252054745,NA,"Reporting-interval sum","",448,1,5,0.00733360252054745,0.00733360252054745
2022-02-14,2022,NA,7,"pertussis",15,"https://assets.publishing.service.gov.uk/media/62331dabd3bf7f04728de009/NOIDS-weekly-report-week10-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",15,0.0220008075616424,NA,"Reporting-interval sum","",448,1,15,0.0220008075616424,0.0220008075616424
2022-02-21,2022,NA,8,"pertussis",9,"https://assets.publishing.service.gov.uk/media/62331dabd3bf7f04728de009/NOIDS-weekly-report-week10-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",9,0.0132004845369854,NA,"Reporting-interval sum","",448,1,9,0.0132004845369854,0.0132004845369854
2022-02-28,2022,NA,9,"pertussis",7,"https://assets.publishing.service.gov.uk/media/62331dabd3bf7f04728de009/NOIDS-weekly-report-week10-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",7,0.0102670435287664,NA,"Reporting-interval sum","",448,1,7,0.0102670435287664,0.0102670435287664
2022-03-07,2022,NA,10,"pertussis",15,"https://assets.publishing.service.gov.uk/media/62331dabd3bf7f04728de009/NOIDS-weekly-report-week10-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",15,0.0220008075616424,NA,"Reporting-interval sum","",448,1,15,0.0220008075616424,0.0220008075616424
2022-03-14,2022,NA,11,"pertussis",9,"https://assets.publishing.service.gov.uk/media/626ab4f9e90e0746c1aa544f/NOIDS-weekly-report-week16-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",9,0.0132004845369854,NA,"Reporting-interval sum","",448,1,9,0.0132004845369854,0.0132004845369854
2022-03-21,2022,NA,12,"pertussis",7,"https://assets.publishing.service.gov.uk/media/626ab4f9e90e0746c1aa544f/NOIDS-weekly-report-week16-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",7,0.0102670435287664,NA,"Reporting-interval sum","",448,1,7,0.0102670435287664,0.0102670435287664
2022-03-28,2022,NA,13,"pertussis",9,"https://assets.publishing.service.gov.uk/media/626ab4f9e90e0746c1aa544f/NOIDS-weekly-report-week16-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",9,0.0132004845369854,NA,"Reporting-interval sum","",448,1,9,0.0132004845369854,0.0132004845369854
2022-04-04,2022,NA,14,"pertussis",8,"https://assets.publishing.service.gov.uk/media/626ab4f9e90e0746c1aa544f/NOIDS-weekly-report-week16-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",8,0.0117337640328759,NA,"Reporting-interval sum","",448,1,8,0.0117337640328759,0.0117337640328759
2022-04-11,2022,NA,15,"pertussis",3,"https://assets.publishing.service.gov.uk/media/626ab4f9e90e0746c1aa544f/NOIDS-weekly-report-week16-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",3,0.00440016151232847,NA,"Reporting-interval sum","",448,1,3,0.00440016151232847,0.00440016151232847
2022-04-18,2022,NA,16,"pertussis",4,"https://assets.publishing.service.gov.uk/media/626ab4f9e90e0746c1aa544f/NOIDS-weekly-report-week16-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",4,0.00586688201643796,NA,"Reporting-interval sum","",448,1,4,0.00586688201643796,0.00586688201643796
2022-04-25,2022,NA,17,"pertussis",5,"https://assets.publishing.service.gov.uk/media/629f66ede90e07039f799fb7/NOIDS-weekly-report-week22-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",5,0.00733360252054745,NA,"Reporting-interval sum","",448,1,5,0.00733360252054745,0.00733360252054745
2022-05-02,2022,NA,18,"pertussis",13,"https://assets.publishing.service.gov.uk/media/629f66ede90e07039f799fb7/NOIDS-weekly-report-week22-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",13,0.0190673665534234,NA,"Reporting-interval sum","",448,1,13,0.0190673665534234,0.0190673665534234
2022-05-09,2022,NA,19,"pertussis",4,"https://assets.publishing.service.gov.uk/media/629f66ede90e07039f799fb7/NOIDS-weekly-report-week22-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",4,0.00586688201643796,NA,"Reporting-interval sum","",448,1,4,0.00586688201643796,0.00586688201643796
2022-05-16,2022,NA,20,"pertussis",12,"https://assets.publishing.service.gov.uk/media/629f66ede90e07039f799fb7/NOIDS-weekly-report-week22-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",12,0.0176006460493139,NA,"Reporting-interval sum","",448,1,12,0.0176006460493139,0.0176006460493139
2022-05-23,2022,NA,21,"pertussis",7,"https://assets.publishing.service.gov.uk/media/629f66ede90e07039f799fb7/NOIDS-weekly-report-week22-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",7,0.0102670435287664,NA,"Reporting-interval sum","",448,1,7,0.0102670435287664,0.0102670435287664
2022-05-30,2022,NA,22,"pertussis",5,"https://assets.publishing.service.gov.uk/media/629f66ede90e07039f799fb7/NOIDS-weekly-report-week22-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",5,0.00733360252054745,NA,"Reporting-interval sum","",448,1,5,0.00733360252054745,0.00733360252054745
2022-06-06,2022,NA,23,"pertussis",0,"https://assets.publishing.service.gov.uk/media/62d67a5bd3bf7f28583b0155/NOIDS-weekly-report-week28-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",0,0,NA,"Reporting-interval sum","",448,1,0,0,0
2022-06-13,2022,NA,24,"pertussis",0,"https://assets.publishing.service.gov.uk/media/62d67a5bd3bf7f28583b0155/NOIDS-weekly-report-week28-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",0,0,NA,"Reporting-interval sum","",448,1,0,0,0
2022-06-20,2022,NA,25,"pertussis",0,"https://assets.publishing.service.gov.uk/media/62d67a5bd3bf7f28583b0155/NOIDS-weekly-report-week28-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",0,0,NA,"Reporting-interval sum","",448,1,0,0,0
2022-06-27,2022,NA,26,"pertussis",0,"https://assets.publishing.service.gov.uk/media/62d67a5bd3bf7f28583b0155/NOIDS-weekly-report-week28-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",0,0,NA,"Reporting-interval sum","",448,1,0,0,0
2022-07-04,2022,NA,27,"pertussis",1,"https://assets.publishing.service.gov.uk/media/62d67a5bd3bf7f28583b0155/NOIDS-weekly-report-week28-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",1,0.00146672050410949,NA,"Reporting-interval sum","",448,1,1,0.00146672050410949,0.00146672050410949
2022-07-11,2022,NA,28,"pertussis",0,"https://assets.publishing.service.gov.uk/media/62d67a5bd3bf7f28583b0155/NOIDS-weekly-report-week28-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",0,0,NA,"Reporting-interval sum","",448,1,0,0,0
2022-07-18,2022,NA,29,"pertussis",0,"https://assets.publishing.service.gov.uk/media/630f2c268fa8f5536c077e47/NOIDS-weekly-report-week34-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",0,0,NA,"Reporting-interval sum","",448,1,0,0,0
2022-07-25,2022,NA,30,"pertussis",0,"https://assets.publishing.service.gov.uk/media/630f2c268fa8f5536c077e47/NOIDS-weekly-report-week34-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",0,0,NA,"Reporting-interval sum","",448,1,0,0,0
2022-08-01,2022,NA,31,"pertussis",1,"https://assets.publishing.service.gov.uk/media/630f2c268fa8f5536c077e47/NOIDS-weekly-report-week34-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",1,0.00146672050410949,NA,"Reporting-interval sum","",448,1,1,0.00146672050410949,0.00146672050410949
2022-08-08,2022,NA,32,"pertussis",0,"https://assets.publishing.service.gov.uk/media/630f2c268fa8f5536c077e47/NOIDS-weekly-report-week34-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",0,0,NA,"Reporting-interval sum","",448,1,0,0,0
2022-08-15,2022,NA,33,"pertussis",0,"https://assets.publishing.service.gov.uk/media/630f2c268fa8f5536c077e47/NOIDS-weekly-report-week34-2022.pdf","GB","Projection",68179315.5,681.793155,"United Kingdom",0,0,NA,"Reporting-interval sum","",448,1,0,0,0
